date,cell_id,lat_center,lon_center,t2m_max_c,rh_min_pct,wind10m_max_ms,precip_mm,vpd_kpa,ffmc,dmc,dc,isi,bui,fwi,fwi_proxy,ndvi,ndvi_anom_30d,veg_dryness_index,soil_moisture_surface_m3m3,soil_moisture_pct_of_normal,lightning_count,dry_lightning_count,lightning_probability,doy_sin,doy_cos,month_sin,month_cos,precip_3d_mm,precip_7d_mm,precip_30d_mm,dry_days_30d,lightning_count_prev_3d,dry_lightning_count_prev_3d,fire_count_today,frp_sum_today,fire_count_prev_7d,frp_sum_prev_7d,label_fire_count_next_1d,label_frp_sum_next_1d,label_fire_next_1d
2025-06-01,32.5000_-104.5000,32.5,-104.5,36.4,15,4.87,0.0,5.162,96.77,14.39,24.96,26.62,14.22,24.76,24.76,0.61,0.0,61.98,0.21,100.0,0.0,0.0,0.0,0.5027907197793043,-0.8644081744776648,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2.88,0,0.0,0,0.0,0
2025-06-02,32.5000_-104.5000,32.5,-104.5,35.5,15,9.2,1.1,4.913,96.67,22.58,34.75,57.63,22.34,49.55,49.55,0.61,0.0,61.53,0.21,100.0,0.0,0.0,0.0,0.4878471454423119,-0.8729290708206411,1.2246467991473532e-16,-1.0,1.1,1.1,1.1,1.0,0.0,0.0,0,0.0,2,2.88,2,2.17,1
2025-06-03,32.5000_-104.5000,32.5,-104.5,34.4,16,8.21,0.0,4.569,97.69,30.43,44.35,55.16,30.15,54.52,54.52,0.61,0.0,60.98,0.21,100.0,0.0,0.0,0.0,0.47275920928627757,-0.881191653407483,1.2246467991473532e-16,-1.0,1.1,1.1,1.1,2.0,0.0,0.0,2,2.17,2,2.88,2,4.69,1
2025-06-04,32.5000_-104.5000,32.5,-104.5,33.6,16,6.35,0.0,4.37,97.75,38.11,53.8,39.65,37.78,48.85,48.85,0.61,0.0,60.58,0.21,100.0,0.0,0.0,0.0,0.4575313760742512,-0.8891934772070711,1.2246467991473532e-16,-1.0,1.1,1.1,1.1,3.0,0.0,0.0,2,4.69,4,5.05,0,0.0,0
2025-06-05,32.5000_-104.5000,32.5,-104.5,34.3,27,6.91,0.3,3.948,95.86,44.91,63.38,34.08,44.56,47.75,47.75,0.61,0.0,60.47,0.21,100.0,0.0,0.0,0.0,0.44216815196707204,-0.8969321743510065,1.2246467991473532e-16,-1.0,0.3,1.4000000000000001,1.4000000000000001,4.0,0.0,0.0,0,0.0,6,9.74,1,1.76,1
2025-06-06,32.5000_-104.5000,32.5,-104.5,34.5,26,10.8,0.8,4.047,94.29,51.84,72.99,55.68,51.47,68.77,68.77,0.61,0.0,61.03,0.21,100.0,0.0,0.0,0.0,0.42667408318992467,-0.9044054548343001,1.2246467991473532e-16,-1.0,1.1,2.2,2.2,5.0,0.0,0.0,1,1.76,6,9.74,7,19.7,1
2025-06-07,32.5000_-104.5000,32.5,-104.5,40.0,5,8.94,0.0,7.007,99.57,62.12,83.59,80.58,61.68,92.33,92.33,0.61,0.0,63.78,0.21,100.0,0.0,0.0,0.0,0.4110537546870351,-0.9116111071930239,1.2246467991473532e-16,-1.0,1.1,2.2,2.2,6.0,0.0,0.0,7,19.7,7,11.5,1,1.39,1
2025-06-08,32.5000_-104.5000,32.5,-104.5,40.8,5,8.73,0.0,7.311,99.69,72.6,94.34,78.75,72.08,97.3,97.3,0.61,0.0,63.78,0.21,100.0,0.0,0.0,0.0,0.3953117887649151,-0.9185469991587165,1.2246467991473532e-16,-1.0,0.8,2.2,2.2,7.0,0.0,0.0,1,1.39,14,31.2,1,0.57,1
2025-06-09,32.5000_-104.5000,32.5,-104.5,39.4,4,9.1,0.0,6.857,99.75,82.84,104.84,84.91,82.24,107.36,107.36,0.61,0.0,63.48,0.21,100.0,0.0,0.0,0.0,0.37945284372454435,-0.925211078289358,1.2246467991473532e-16,-1.0,0.0,1.1,2.2,8.0,0.0,0.0,1,0.57,13,29.71,1,0.51,1
2025-06-10,32.5000_-104.5000,32.5,-104.5,33.6,16,8.13,3.0,4.37,94.66,71.19,111.18,36.09,70.81,60.85,60.85,0.61,0.0,60.58,0.21,100.0,0.0,0.0,0.0,0.36348161248290634,-0.9316013725767187,1.2246467991473532e-16,-1.0,3.0,4.1,5.2,8.0,0.0,0.0,1,0.51,14,30.28,0,0.0,0
2025-06-11,32.5000_-104.5000,32.5,-104.5,31.2,23,3.87,0.0,3.499,95.66,77.73,120.2,19.13,77.32,42.61,42.61,0.61,0.0,54.99,0.21,100.0,0.0,0.0,0.0,0.3474028211842774,-0.9377159910299093,1.2246467991473532e-16,-1.0,3.0,4.1,5.2,9.0,0.0,0.0,0,0.0,13,28.62,1,0.54,1
2025-06-12,32.5000_-104.5000,32.5,-104.5,33.6,18,6.73,0.0,4.266,96.03,85.22,129.65,33.77,84.77,63.34,63.34,0.61,0.0,60.58,0.21,100.0,0.0,0.0,0.0,0.3312212278016865,-0.9435531242349544,1.2246467991473532e-16,-1.0,3.0,3.8000000000000003,5.2,10.0,0.0,0.0,1,0.54,11,23.93,1,3.47,1
2025-06-13,32.5000_-104.5000,32.5,-104.5,36.4,12,5.84,0.0,5.344,97.77,93.91,139.61,36.26,93.39,69.02,69.02,0.61,0.0,61.98,0.21,100.0,0.0,0.0,0.0,0.31494162072895193,-0.9491110448902284,1.2246467991473532e-16,-1.0,0.0,3.0,5.2,11.0,0.0,0.0,1,3.47,12,24.47,2,0.95,1
2025-06-14,32.5000_-104.5000,32.5,-104.5,39.6,10,7.0,0.0,6.498,98.65,103.56,150.14,50.27,102.96,87.2,87.2,0.61,0.0,63.58,0.21,100.0,0.0,0.0,0.0,0.2985688173637202,-0.9543881083175908,1.2246467991473532e-16,-1.0,0.0,3.0,5.2,12.0,0.0,0.0,2,0.95,12,26.18,2,1.3,1
2025-06-15,32.5000_-104.5000,32.5,-104.5,39.2,9,7.57,0.0,6.431,98.81,113.21,160.6,56.88,112.53,96.9,96.9,0.61,0.0,63.38,0.21,100.0,0.0,0.0,0.0,0.2821076626819194,-0.9593827529490743,1.2246467991473532e-16,-1.0,0.0,3.0,5.2,13.0,0.0,0.0,2,1.3,7,7.43,0,0.0,0
2025-06-16,32.5000_-104.5000,32.5,-104.5,39.4,10,5.6,0.0,6.429,99.49,122.81,171.1,43.5,122.04,85.37,85.37,0.61,0.0,63.48,0.21,100.0,0.0,0.0,0.0,0.26556302780405594,-0.9640935007889755,1.2246467991473532e-16,-1.0,0.0,3.0,5.2,14.0,0.0,0.0,0,0.0,8,7.34,4,28.72,1
2025-06-17,32.5000_-104.5000,32.5,-104.5,43.0,3,10.84,0.0,8.38,100.14,134.07,182.24,122.41,133.19,157.13,157.13,0.61,0.0,63.78,0.21,100.0,0.0,0.0,0.0,0.24893980855376657,-0.9685189578512204,1.2246467991473532e-16,-1.0,0.0,0.0,5.2,15.0,0.0,0.0,4,28.72,7,6.77,0,0.0,0
2025-06-18,32.5000_-104.5000,32.5,-104.5,41.3,3,12.11,0.0,7.665,100.44,144.9,193.08,160.11,143.9,185.35,185.35,0.61,0.0,63.78,0.21,100.0,0.0,0.0,0.0,0.23224292400907015,-0.9726578145718654,1.2246467991473532e-16,-1.0,0.0,0.0,5.2,16.0,0.0,0.0,0,0.0,10,34.98,2,1.17,1
2025-06-19,32.5000_-104.5000,32.5,-104.5,36.2,16,6.42,0.0,5.045,98.54,153.14,203.0,44.59,152.07,92.3,92.3,0.61,0.0,61.88,0.21,100.0,0.0,0.0,0.0,0.21547731504673012,-0.976508846196619,1.2246467991473532e-16,-1.0,0.0,0.0,5.2,17.0,0.0,0.0,2,1.17,10,34.98,1,1.28,1
2025-06-20,32.5000_-104.5000,32.5,-104.5,38.0,12,7.99,0.0,5.83,99.07,162.2,213.24,63.56,161.03,114.44,114.44,0.61,0.0,62.78,0.21,100.0,0.0,0.0,0.0,0.19864794288017112,-0.9800709131432666,1.2246467991473532e-16,-1.0,0.0,0.0,5.2,18.0,0.0,0.0,1,1.28,11,35.61,1,0.45,1
2025-06-21,32.5000_-104.5000,32.5,-104.5,39.0,10,10.04,0.0,6.292,99.55,171.7,223.67,98.12,170.43,147.24,147.24,0.61,0.0,63.28,0.21,100.0,0.0,0.0,0.0,0.18175978759137534,-0.9833429613388902,1.2246467991473532e-16,-1.0,0.0,0.0,5.2,19.0,0.0,0.0,1,0.45,11,33.42,4,4.57,1
2025-06-22,32.5000_-104.5000,32.5,-104.5,37.2,16,10.91,2.3,5.329,96.44,124.87,233.77,76.13,124.48,118.41,118.41,0.61,0.0,62.38,0.21,100.0,0.0,0.0,0.0,0.16481784665719793,-0.9863240225317866,1.2246467991473532e-16,-1.0,2.3,2.3,7.5,19.0,0.0,0.0,4,4.57,10,32.92,0,0.0,0
2025-06-23,32.5000_-104.5000,32.5,-104.5,32.5,31,9.09,1.9,3.375,91.82,111.89,243.02,28.89,111.72,64.81,64.81,0.61,0.0,54.56,0.21,100.0,0.0,0.0,0.0,0.14782713347053048,-0.9890132145779883,1.2246467991473532e-16,-1.0,4.199999999999999,4.199999999999999,9.4,19.0,0.0,0.0,0,0.0,12,36.19,0,0.0,0
2025-06-24,32.5000_-104.5000,32.5,-104.5,27.8,56,7.34,8.5,1.644,76.77,61.98,231.05,3.24,74.2,11.8,11.8,0.61,0.0,37.06,0.21,100.0,0.0,0.0,0.0,0.13079267585675922,-0.9914097417023038,1.2246467991473532e-16,-1.0,12.7,12.7,17.9,19.0,0.0,0.0,0,0.0,12,36.19,0,0.0,0
2025-06-25,32.5000_-104.5000,32.5,-104.5,26.7,61,5.95,11.9,1.366,69.58,32.85,210.16,1.82,47.24,5.27,5.27,0.61,0.0,34.08,0.21,100.0,0.0,0.0,0.0,0.11371951458594969,-0.9935128947338007,1.2246467991473532e-16,-1.0,22.299999999999997,24.6,29.8,19.0,0.0,0.0,0,0.0,8,7.47,1,0.35,1
2025-06-26,32.5000_-104.5000,32.5,-104.5,29.6,46,6.03,2.7,2.239,83.68,31.05,218.89,5.26,45.84,13.16,13.16,0.61,0.0,43.17,0.21,100.0,0.0,0.0,0.0,0.0966127018812031,-0.9953220513156602,1.2246467991473532e-16,-1.0,23.1,27.3,32.5,19.0,0.0,0.0,1,0.35,8,7.47,0,0.0,0
2025-06-27,32.5000_-104.5000,32.5,-104.5,29.5,44,7.85,4.0,2.309,84.5,26.22,220.69,8.17,40.43,17.22,17.22,0.61,0.0,43.73,0.21,100.0,0.0,0.0,0.0,0.07947729992362097,-0.9968366760893436,1.2246467991473532e-16,-1.0,18.6,31.3,36.5,19.0,0.0,0.0,0,0.0,7,6.65,8,10.06,1
2025-06-28,32.5000_-104.5000,32.5,-104.5,30.7,39,5.72,0.2,2.694,90.7,31.33,229.62,13.38,46.72,26.36,26.36,0.61,0.0,47.7,0.21,100.0,0.0,0.0,0.0,0.062318379354325076,-0.998056320853012,1.2246467991473532e-16,-1.0,6.9,31.5,36.7,20.0,0.0,0.0,8,10.06,6,5.37,3,3.17,1
2025-06-29,32.5000_-104.5000,32.5,-104.5,34.8,24,4.17,0.0,4.226,94.73,38.51,239.29,17.78,54.92,34.54,34.54,0.61,0.0,61.18,0.21,100.0,0.0,0.0,0.0,0.04514101777397193,-0.9989806246941579,1.2246467991473532e-16,-1.0,4.2,29.2,36.7,21.0,0.0,0.0,3,3.17,13,14.98,0,0.0,0
2025-06-30,32.5000_-104.5000,32.5,-104.5,32.6,27,6.51,0.7,3.59,93.7,44.99,248.56,23.56,61.94,43.88,43.88,0.61,0.0,56.49,0.21,100.0,0.0,0.0,0.0,0.02795029824021032,-0.999609314096404,1.2246467991473532e-16,-1.0,0.8999999999999999,28.0,37.4,22.0,0.0,0.0,0,0.0,12,13.58,1,1.11,1
2025-07-01,32.5000_-104.5000,32.5,-104.5,28.6,36,6.27,12.0,2.505,81.54,25.99,226.77,4.21,40.4,10.22,10.22,0.61,0.0,44.99,0.21,100.0,0.0,0.0,0.0,0.01075130776352193,-0.9999422030204416,-0.4999999999999997,-0.8660254037844388,12.7,31.5,49.4,21.0,0.0,0.0,1,1.11,12,13.58,0,0.0,0
2025-07-02,32.5000_-104.5000,32.5,-104.5,26.1,61,5.07,5.7,1.319,72.2,18.2,223.34,1.69,30.24,3.51,3.51,0.61,0.0,33.37,0.21,100.0,0.0,0.0,0.0,-0.00645086419810515,-0.9999791929590823,-0.4999999999999997,-0.8660254037844388,18.4,25.3,54.0,21.0,0.0,0.0,0,0.0,13,14.69,0,0.0,0
2025-07-03,32.5000_-104.5000,32.5,-104.5,29.0,55,6.33,1.4,1.803,84.15,21.38,232.26,5.92,34.76,12.39,12.39,0.61,0.0,39.05,0.21,100.0,0.0,0.0,0.0,-0.023651127245231586,-0.9997202729664083,-0.4999999999999997,-0.8660254037844388,19.1,24.0,55.4,20.0,0.0,0.0,0,0.0,13,14.69,3,2.71,1
2025-07-04,32.5000_-104.5000,32.5,-104.5,34.0,26,4.22,0.1,3.936,93.82,27.48,242.09,15.83,42.81,28.36,28.36,0.61,0.0,60.22,0.21,100.0,0.0,0.0,0.0,-0.04084439154329611,-0.9991655196610109,-0.4999999999999997,-0.8660254037844388,7.2,20.099999999999998,55.5,20.0,0.0,0.0,3,2.71,12,14.34,2,1.68,1
2025-07-05,32.5000_-104.5000,32.5,-104.5,38.1,13,7.6,0.0,5.795,97.78,35.49,252.65,49.96,52.53,64.99,64.99,0.61,0.0,62.82,0.21,100.0,0.0,0.0,0.0,-0.05802556932878035,-0.9983150972033183,-0.4999999999999997,-0.8660254037844388,1.5,19.9,55.2,20.0,0.0,0.0,2,1.68,15,17.05,3,1.92,1
2025-07-06,32.5000_-104.5000,32.5,-104.5,33.8,26,7.67,0.3,3.893,95.96,41.55,262.44,39.68,59.54,59.68,59.68,0.61,0.0,59.74,0.21,100.0,0.0,0.0,0.0,-0.07518957641475855,-0.9971692572470178,-0.4999999999999997,-0.8660254037844388,0.4,20.2,54.699999999999996,20.0,0.0,0.0,3,1.92,9,8.67,2,1.24,1
2025-07-07,32.5000_-104.5000,32.5,-104.5,32.3,33,7.03,0.3,3.24,94.3,46.81,271.95,28.14,65.45,50.35,50.35,0.61,0.0,53.28,0.21,100.0,0.0,0.0,0.0,-0.09233133369539122,-0.9957283388645872,-0.4999999999999997,-0.8660254037844388,0.6000000000000001,19.8,55.0,20.0,0.0,0.0,2,1.24,9,7.42,0,0.0,0
2025-07-08,32.5000_-104.5000,32.5,-104.5,34.2,27,5.49,0.0,3.927,95.48,52.86,281.81,25.01,71.97,48.85,48.85,0.61,0.0,60.24,0.21,100.0,0.0,0.0,0.0,-0.10944576864891556,-0.993992768446958,-0.4999999999999997,-0.8660254037844388,0.6000000000000001,7.8,55.0,20.0,0.0,0.0,0,0.0,11,8.66,7,8.82,1
2025-07-09,32.5000_-104.5000,32.5,-104.5,34.0,21,4.58,0.1,4.202,96.58,59.37,291.64,24.61,78.69,50.39,50.39,0.61,0.0,60.78,0.21,100.0,0.0,0.0,0.0,-0.12652781683868314,-0.9919630595773397,-0.4999999999999997,-0.8660254037844388,0.4,2.1999999999999997,55.099999999999994,20.0,0.0,0.0,7,8.82,10,7.55,6,12.05,1
2025-07-10,32.5000_-104.5000,32.5,-104.5,34.8,25,7.34,0.0,4.171,96.18,65.7,301.61,38.49,85.07,68.65,68.65,0.61,0.0,61.18,0.21,100.0,0.0,0.0,0.0,-0.1435724234118113,-0.9896398128792412,-0.4999999999999997,-0.8660254037844388,0.1,0.8,52.099999999999994,21.0,0.0,0.0,6,12.05,17,16.37,0,0.0,0
2025-07-11,32.5000_-104.5000,32.5,-104.5,37.1,19,6.73,0.2,5.11,96.39,72.96,311.99,35.43,92.09,67.65,67.65,0.61,0.0,62.33,0.21,100.0,0.0,0.0,0.0,-0.16057454459499376,-0.9870237158387383,-0.4999999999999997,-0.8660254037844388,0.30000000000000004,0.9,52.3,21.0,0.0,0.0,0,0.0,23,28.42,0,0.0,0
2025-07-12,32.5000_-104.5000,32.5,-104.5,35.7,15,8.81,1.0,4.967,96.75,80.31,322.12,54.24,98.95,89.68,89.68,0.61,0.0,61.63,0.21,100.0,0.0,0.0,0.0,-0.17752914918703497,-0.984115542601034,-0.4999999999999997,-0.8660254037844388,1.2,1.9,53.3,20.0,0.0,0.0,0,0.0,20,25.71,0,0.0,0
2025-07-13,32.5000_-104.5000,32.5,-104.5,32.5,25,5.01,1.4,3.668,93.14,86.23,331.67,16.61,104.52,44.75,44.75,0.61,0.0,57.12,0.21,100.0,0.0,0.0,0.0,-0.19443122004766195,-0.9809161537413774,-0.4999999999999997,-0.8660254037844388,2.5999999999999996,3.0,54.699999999999996,19.0,0.0,0.0,0,0.0,18,24.03,0,0.0,0
2025-07-14,32.5000_-104.5000,32.5,-104.5,33.6,25,4.72,0.0,3.901,94.44,92.34,341.42,18.87,110.18,49.59,49.59,0.61,0.0,59.71,0.21,100.0,0.0,0.0,0.0,-0.2112757555821793,-0.9774264960104055,-0.4999999999999997,-0.8660254037844388,2.3999999999999995,2.7,54.699999999999996,19.0,0.0,0.0,0,0.0,15,22.11,7,9.52,1
2025-07-15,32.5000_-104.5000,32.5,-104.5,34.5,23,7.04,0.0,4.211,95.07,98.78,351.34,31.33,116.01,69.04,69.04,0.61,0.0,61.03,0.21,100.0,0.0,0.0,0.0,-0.2280577712215198,-0.9736476020539838,-0.4999999999999997,-0.8660254037844388,1.4,2.7,54.699999999999996,19.0,0.0,0.0,7,9.52,13,20.87,4,3.5,1
2025-07-16,32.5000_-104.5000,32.5,-104.5,37.2,17,6.0,0.0,5.265,96.8,106.24,361.74,32.82,122.52,72.39,72.39,0.61,0.0,62.38,0.21,100.0,0.0,0.0,0.0,-0.24477230089725957,-0.9695805901076308,-0.4999999999999997,-0.8660254037844388,0.0,2.5999999999999996,54.699999999999996,19.0,0.0,0.0,4,3.5,20,30.39,1,0.55,1
2025-07-17,32.5000_-104.5000,32.5,-104.5,35.9,16,7.14,3.4,4.963,95.07,81.62,364.43,31.91,104.64,67.06,67.06,0.61,0.0,61.73,0.21,100.0,0.0,0.0,0.0,-0.2614143985111562,-0.965226663665613,-0.4999999999999997,-0.8660254037844388,3.4,6.0,58.099999999999994,18.0,0.0,0.0,1,0.55,17,25.07,1,0.59,1
2025-07-18,32.5000_-104.5000,32.5,-104.5,34.0,30,3.78,0.0,3.723,95.02,87.39,374.25,17.23,110.35,46.86,46.86,0.61,0.0,58.35,0.21,100.0,0.0,0.0,0.0,-0.2779791393987801,-0.9605871111248129,-0.4999999999999997,-0.8660254037844388,3.4,5.8,58.099999999999994,18.0,0.0,0.0,1,0.59,12,13.57,6,8.04,1
2025-07-19,32.5000_-104.5000,32.5,-104.5,36.6,22,3.74,0.0,4.789,95.63,94.29,384.54,18.6,116.91,50.32,50.32,0.61,0.0,62.08,0.21,100.0,0.0,0.0,0.0,-0.2944616217868012,-0.9556633054034704,-0.4999999999999997,-0.8660254037844388,3.4,4.8,58.099999999999994,18.0,0.0,0.0,6,8.04,13,14.16,1,1.44,1
2025-07-20,32.5000_-104.5000,32.5,-104.5,37.8,19,6.52,0.0,5.308,96.49,101.69,395.05,34.58,123.75,74.93,74.93,0.61,0.0,62.68,0.21,100.0,0.0,0.0,0.0,-0.3108569682435036,-0.9504567035349151,-0.4999999999999997,-0.8660254037844388,0.0,3.4,58.099999999999994,18.0,0.0,0.0,1,1.44,19,22.2,0,0.0,0
2025-07-21,32.5000_-104.5000,32.5,-104.5,36.2,20,6.79,0.0,4.805,97.27,108.7,405.27,40.31,130.14,83.39,83.39,0.61,0.0,61.88,0.21,100.0,0.0,0.0,0.0,-0.3271603271220951,-0.9449688462364056,-0.4999999999999997,-0.8660254037844388,0.0,3.4,58.099999999999994,18.0,0.0,0.0,0,0.0,20,23.64,0,0.0,0
2025-07-22,32.5000_-104.5000,32.5,-104.5,33.2,26,7.49,0.4,3.764,95.83,114.66,414.95,37.72,135.63,81.21,81.21,0.61,0.0,58.31,0.21,100.0,0.0,0.0,0.0,-0.34336687399638804,-0.939201357453208,-0.4999999999999997,-0.8660254037844388,0.4,3.8,56.2,19.0,0.0,0.0,0,0.0,20,23.64,0,0.0,0
2025-07-23,32.5000_-104.5000,32.5,-104.5,33.0,30,6.91,2.0,3.521,91.76,102.31,424.6,19.29,127.7,53.15,53.15,0.61,0.0,56.08,0.21,100.0,0.0,0.0,0.0,-0.3594718130884232,-0.9331559438780432,-0.4999999999999997,-0.8660254037844388,2.4,5.8,56.300000000000004,19.0,0.0,0.0,0,0.0,13,14.12,1,0.37,1
2025-07-24,32.5000_-104.5000,32.5,-104.5,34.1,25,10.72,0.9,4.012,94.27,108.51,434.44,54.71,133.6,100.32,100.32,0.61,0.0,60.83,0.21,100.0,0.0,0.0,0.0,-0.3754703786876202,-0.9268343944460494,-0.4999999999999997,-0.8660254037844388,3.3,3.3,48.7,20.0,0.0,0.0,1,0.37,9,10.62,1,0.81,1
2025-07-25,32.5000_-104.5000,32.5,-104.5,32.3,27,3.96,0.2,3.53,95.14,114.24,443.96,18.09,139.04,52.48,52.48,0.61,0.0,55.81,0.21,100.0,0.0,0.0,0.0,-0.3913578365610259,-0.9202385798054075,-0.4999999999999997,-0.8660254037844388,3.1,3.5,36.99999999999999,21.0,0.0,0.0,1,0.81,9,10.44,2,4.84,1
2025-07-26,32.5000_-104.5000,32.5,-104.5,36.5,18,3.85,0.0,5.007,96.46,121.48,454.23,21.23,145.61,58.71,58.71,0.61,0.0,62.02,0.21,100.0,0.0,0.0,0.0,-0.4071294853542516,-0.9133704517637858,-0.4999999999999997,-0.8660254037844388,1.1,3.5,34.3,22.0,0.0,0.0,2,4.84,9,10.66,3,2.39,1
2025-07-27,32.5000_-104.5000,32.5,-104.5,36.2,19,7.42,0.0,4.865,97.44,128.58,464.45,46.23,151.97,94.24,94.24,0.61,0.0,61.88,0.21,100.0,0.0,0.0,0.0,-0.4227806579826773,-0.9062320427107697,-0.4999999999999997,-0.8660254037844388,0.2,3.5,30.3,23.0,0.0,0.0,3,2.39,5,7.46,5,3.52,1
2025-07-28,32.5000_-104.5000,32.5,-104.5,33.2,32,7.09,0.4,3.459,94.74,134.05,474.13,30.22,157.08,74.02,74.02,0.61,0.0,55.64,0.21,100.0,0.0,0.0,0.0,-0.4383067230125192,-0.898825465016444,-0.4999999999999997,-0.8660254037844388,0.4,3.9,30.5,23.0,0.0,0.0,5,3.52,7,8.41,0,0.0,0
2025-07-29,32.5000_-104.5000,32.5,-104.5,33.0,31,4.89,0.1,3.471,94.65,139.58,483.77,20.04,162.18,58.16,58.16,0.61,0.0,55.65,0.21,100.0,0.0,0.0,0.0,-0.45370308603134424,-0.8911529104063088,-0.4999999999999997,-0.8660254037844388,0.5,3.6,30.6,23.0,0.0,0.0,0,0.0,12,11.93,2,1.91,1
2025-07-30,32.5000_-104.5000,32.5,-104.5,36.2,19,3.61,0.0,4.865,96.18,146.67,493.99,19.57,168.37,57.78,57.78,0.61,0.0,61.88,0.21,100.0,0.0,0.0,0.0,-0.46896519100763184,-0.8832166493127127,-0.4999999999999997,-0.8660254037844388,0.5,1.6,29.9,23.0,0.0,0.0,2,1.91,12,11.93,7,7.63,1
2025-07-31,32.5000_-104.5000,32.5,-104.5,35.5,19,5.84,0.0,4.682,97.27,153.64,504.09,33.92,174.39,80.92,80.92,0.61,0.0,61.53,0.21,100.0,0.0,0.0,0.0,-0.48408852163897587,-0.8750190302029955,-0.4999999999999997,-0.8660254037844388,0.1,0.7000000000000001,17.9,24.0,0.0,0.0,7,7.63,14,13.84,1,7.09,1
2025-08-01,32.5000_-104.5000,32.5,-104.5,33.7,25,4.7,0.0,3.923,96.14,159.03,513.16,23.71,179.21,65.67,65.67,0.61,0.0,59.95,0.21,100.0,0.0,0.0,0.0,-0.4990686026885319,-0.8665624788845385,-0.8660254037844385,-0.5000000000000004,0.0,0.5,12.2,25.0,0.0,0.0,1,7.09,20,21.1,4,6.43,1
2025-08-02,32.5000_-104.5000,32.5,-104.5,36.0,22,4.56,0.0,4.634,96.83,165.0,522.64,25.37,184.43,68.7,68.7,0.61,0.0,61.78,0.21,100.0,0.0,0.0,0.0,-0.5139010013093103,-0.8578494977869301,-0.8660254037844385,-0.5000000000000004,0.0,0.5,10.8,26.0,0.0,0.0,4,6.43,20,27.38,8,11.0,1
2025-08-03,32.5000_-104.5000,32.5,-104.5,38.9,14,5.57,0.0,5.98,97.73,172.1,532.65,34.37,190.4,82.64,82.64,0.61,0.0,63.22,0.21,100.0,0.0,0.0,0.0,-0.5285813283559292,-0.8488826652214553,-0.8660254037844385,-0.5000000000000004,0.0,0.5,10.700000000000001,26.0,0.0,0.0,8,11.0,22,28.97,6,10.55,1
2025-08-04,32.5000_-104.5000,32.5,-104.5,38.2,14,5.46,0.0,5.759,98.65,179.08,542.53,38.01,196.23,87.98,87.98,0.61,0.0,62.88,0.21,100.0,0.0,0.0,0.0,-0.5431052396834317,-0.8396646346181327,-0.8660254037844385,-0.5000000000000004,0.0,0.1,10.700000000000001,26.0,0.0,0.0,6,10.55,27,37.58,8,9.63,1
2025-08-05,32.5000_-104.5000,32.5,-104.5,40.2,10,7.03,0.0,6.709,98.74,186.75,552.77,51.14,202.48,104.74,104.74,0.61,0.0,63.78,0.21,100.0,0.0,0.0,0.0,-0.5574684374327892,-0.8301981337405212,-0.8660254037844385,-0.5000000000000004,0.0,0.0,10.4,26.0,0.0,0.0,8,9.63,28,44.61,2,3.0,1
2025-08-06,32.5000_-104.5000,32.5,-104.5,39.7,11,8.54,0.0,6.46,99.45,194.25,562.92,73.74,208.57,129.09,129.09,0.61,0.0,63.62,0.21,100.0,0.0,0.0,0.0,-0.5716666713027052,-0.8204859638785327,-0.8660254037844385,-0.5000000000000004,0.0,0.0,10.1,26.0,0.0,0.0,2,3.0,36,54.24,3,2.61,1
2025-08-07,32.5000_-104.5000,32.5,-104.5,38.3,10,8.16,0.0,6.06,99.54,201.57,572.82,69.69,214.47,125.39,125.39,0.61,0.0,62.93,0.21,100.0,0.0,0.0,0.0,-0.5856957398073508,-0.8105309990194823,-0.8660254037844385,-0.5000000000000004,0.0,0.0,10.1,26.0,0.0,0.0,3,2.61,36,55.33,2,1.73,1
2025-08-08,32.5000_-104.5000,32.5,-104.5,39.3,9,6.72,0.0,6.465,99.78,209.16,582.89,55.31,220.51,110.35,110.35,0.61,0.0,63.42,0.21,100.0,0.0,0.0,0.0,-0.5995514915196489,-0.8003361849976323,-0.8660254037844385,-0.5000000000000004,0.0,0.0,10.0,26.0,0.0,0.0,2,1.73,32,50.31,2,1.99,1
2025-08-09,32.5000_-104.5000,32.5,-104.5,38.8,9,6.96,0.0,6.294,99.79,216.66,592.88,57.87,226.44,113.43,113.43,0.61,0.0,63.18,0.21,100.0,0.0,0.0,0.0,-0.6132298262997502,-0.7899045386224707,-0.8660254037844385,-0.5000000000000004,0.0,0.0,10.0,26.0,0.0,0.0,2,1.99,33,44.95,9,12.39,1
2025-08-10,32.5000_-104.5000,32.5,-104.5,38.3,11,8.62,0.0,5.992,99.48,223.89,602.78,75.08,232.18,131.45,131.45,0.61,0.0,62.93,0.21,100.0,0.0,0.0,0.0,-0.6267266965083301,-0.7792391467859886,-0.8660254037844385,-0.5000000000000004,0.0,0.0,9.8,26.0,0.0,0.0,9,12.39,31,40.51,9,24.11,1
2025-08-11,32.5000_-104.5000,32.5,-104.5,35.2,16,9.79,0.7,4.776,96.69,230.19,612.12,64.26,237.29,120.67,120.67,0.61,0.0,61.38,0.21,100.0,0.0,0.0,0.0,-0.6400381082043503,-0.7683431655492202,-0.8660254037844385,-0.5000000000000004,0.7,0.7,9.5,27.0,0.0,0.0,9,24.11,32,41.9,2,5.83,1
