detection_id,latitude,longitude,acq_datetime_utc,confidence,frp_mw,instrument,satellite,daynight,lat_center,lon_center,cell_id,event_date
39.7464_-104.6802_2025-06-01 08:06:00+00:00,39.74636,-104.68016,2025-06-01 08:06:00+00:00,,0.68,VIIRS,N20,N,39.5,-104.5,39.5000_-104.5000,2025-06-01
39.8047_-104.9474_2025-06-01 08:06:00+00:00,39.80469,-104.94742,2025-06-01 08:06:00+00:00,,0.95,VIIRS,N20,N,39.5,-104.5,39.5000_-104.5000,2025-06-01
40.0906_-104.8878_2025-06-01 08:06:00+00:00,40.09061,-104.88784,2025-06-01 08:06:00+00:00,,0.78,VIIRS,N20,N,40.5,-104.5,40.5000_-104.5000,2025-06-01
40.093_-110.3716_2025-06-01 08:06:00+00:00,40.09298,-110.3716,2025-06-01 08:06:00+00:00,,0.43,VIIRS,N20,N,40.5,-110.5,40.5000_-110.5000,2025-06-01
40.0946_-110.3684_2025-06-01 08:06:00+00:00,40.09465,-110.3684,2025-06-01 08:06:00+00:00,,0.31,VIIRS,N20,N,40.5,-110.5,40.5000_-110.5000,2025-06-01
41.1643_-106.4681_2025-06-01 08:06:00+00:00,41.16427,-106.46812,2025-06-01 08:06:00+00:00,,2.22,VIIRS,N20,N,41.5,-106.5,41.5000_-106.5000,2025-06-01
41.2673_-105.6036_2025-06-01 08:06:00+00:00,41.26733,-105.60359,2025-06-01 08:06:00+00:00,,0.99,VIIRS,N20,N,41.5,-105.5,41.5000_-105.5000,2025-06-01
41.7802_-107.1112_2025-06-01 08:06:00+00:00,41.78024,-107.1112,2025-06-01 08:06:00+00:00,,0.78,VIIRS,N20,N,41.5,-107.5,41.5000_-107.5000,2025-06-01
41.7818_-107.1094_2025-06-01 08:06:00+00:00,41.78183,-107.10942,2025-06-01 08:06:00+00:00,,1.7,VIIRS,N20,N,41.5,-107.5,41.5000_-107.5000,2025-06-01
32.8499_-104.3932_2025-06-01 08:08:00+00:00,32.84988,-104.39325,2025-06-01 08:08:00+00:00,,1.54,VIIRS,N20,N,32.5,-104.5,32.5000_-104.5000,2025-06-01
40.2018_-105.2369_2025-06-01 09:46:00+00:00,40.2018,-105.23692,2025-06-01 09:46:00+00:00,,0.89,VIIRS,N20,N,40.5,-105.5,40.5000_-105.5000,2025-06-01
41.162_-106.4683_2025-06-01 09:46:00+00:00,41.16195,-106.46832,2025-06-01 09:46:00+00:00,,0.66,VIIRS,N20,N,41.5,-106.5,41.5000_-106.5000,2025-06-01
41.2704_-105.6017_2025-06-01 09:46:00+00:00,41.27045,-105.60168,2025-06-01 09:46:00+00:00,,1.24,VIIRS,N20,N,41.5,-105.5,41.5000_-105.5000,2025-06-01
38.8219_-111.4275_2025-06-01 09:47:00+00:00,38.82186,-111.42751,2025-06-01 09:47:00+00:00,,0.92,VIIRS,N20,N,38.5,-111.5,38.5000_-111.5000,2025-06-01
38.8261_-111.4264_2025-06-01 09:47:00+00:00,38.82606,-111.42635,2025-06-01 09:47:00+00:00,,1.8,VIIRS,N20,N,38.5,-111.5,38.5000_-111.5000,2025-06-01
38.8273_-111.432_2025-06-01 09:47:00+00:00,38.82734,-111.43201,2025-06-01 09:47:00+00:00,,1.8,VIIRS,N20,N,38.5,-111.5,38.5000_-111.5000,2025-06-01
38.9365_-112.8145_2025-06-01 09:47:00+00:00,38.93649,-112.81448,2025-06-01 09:47:00+00:00,,1.37,VIIRS,N20,N,38.5,-112.5,38.5000_-112.5000,2025-06-01
39.5646_-112.1953_2025-06-01 09:47:00+00:00,39.56458,-112.19532,2025-06-01 09:47:00+00:00,,0.43,VIIRS,N20,N,39.5,-112.5,39.5000_-112.5000,2025-06-01
39.6199_-119.2622_2025-06-01 09:47:00+00:00,39.61994,-119.26215,2025-06-01 09:47:00+00:00,,1.72,VIIRS,N20,N,39.5,-119.5,39.5000_-119.5000,2025-06-01
40.1403_-110.3864_2025-06-01 09:47:00+00:00,40.14032,-110.38645,2025-06-01 09:47:00+00:00,,0.54,VIIRS,N20,N,40.5,-110.5,40.5000_-110.5000,2025-06-01
40.255_-110.0007_2025-06-01 09:47:00+00:00,40.25496,-110.00066,2025-06-01 09:47:00+00:00,,0.57,VIIRS,N20,N,40.5,-110.5,40.5000_-110.5000,2025-06-01
40.8211_-114.2589_2025-06-01 09:47:00+00:00,40.82111,-114.25893,2025-06-01 09:47:00+00:00,,1.33,VIIRS,N20,N,40.5,-114.5,40.5000_-114.5000,2025-06-01
40.8246_-114.2576_2025-06-01 09:47:00+00:00,40.82457,-114.25755,2025-06-01 09:47:00+00:00,,0.73,VIIRS,N20,N,40.5,-114.5,40.5000_-114.5000,2025-06-01
32.8491_-104.3948_2025-06-01 09:48:00+00:00,32.84907,-104.39478,2025-06-01 09:48:00+00:00,,1.34,VIIRS,N20,N,32.5,-104.5,32.5000_-104.5000,2025-06-01
36.5184_-119.7045_2025-06-01 09:48:00+00:00,36.51844,-119.70446,2025-06-01 09:48:00+00:00,,0.98,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-06-01
36.5217_-119.7037_2025-06-01 09:48:00+00:00,36.52171,-119.70367,2025-06-01 09:48:00+00:00,,1.13,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-06-01
37.2136_-121.9018_2025-06-01 09:48:00+00:00,37.21361,-121.90182,2025-06-01 09:48:00+00:00,,0.67,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-01
37.4556_-121.9316_2025-06-01 09:48:00+00:00,37.45559,-121.93158,2025-06-01 09:48:00+00:00,,1.0,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-01
37.8833_-121.184_2025-06-01 09:48:00+00:00,37.88326,-121.18398,2025-06-01 09:48:00+00:00,,0.41,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-01
38.07_-122.1388_2025-06-01 09:48:00+00:00,38.06997,-122.13878,2025-06-01 09:48:00+00:00,,1.87,VIIRS,N20,N,38.5,-122.5,38.5000_-122.5000,2025-06-01
38.3_-122.7484_2025-06-01 09:48:00+00:00,38.29998,-122.74841,2025-06-01 09:48:00+00:00,,0.66,VIIRS,N20,N,38.5,-122.5,38.5000_-122.5000,2025-06-01
38.5151_-121.1922_2025-06-01 09:48:00+00:00,38.51506,-121.19221,2025-06-01 09:48:00+00:00,,0.71,VIIRS,N20,N,38.5,-121.5,38.5000_-121.5000,2025-06-01
38.627_-121.4185_2025-06-01 09:48:00+00:00,38.62699,-121.41851,2025-06-01 09:48:00+00:00,,0.7,VIIRS,N20,N,38.5,-121.5,38.5000_-121.5000,2025-06-01
33.421_-110.8606_2025-06-01 09:49:00+00:00,33.42103,-110.86057,2025-06-01 09:49:00+00:00,,12.25,VIIRS,N20,N,33.5,-110.5,33.5000_-110.5000,2025-06-01
33.7933_-117.4731_2025-06-01 09:49:00+00:00,33.79328,-117.47311,2025-06-01 09:49:00+00:00,,0.72,VIIRS,N20,N,33.5,-117.5,33.5000_-117.5000,2025-06-01
34.1549_-118.1917_2025-06-01 09:49:00+00:00,34.15493,-118.19168,2025-06-01 09:49:00+00:00,,1.32,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-01
34.1557_-118.1939_2025-06-01 09:49:00+00:00,34.15567,-118.19389,2025-06-01 09:49:00+00:00,,0.47,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-01
34.2933_-118.8011_2025-06-01 09:49:00+00:00,34.29327,-118.80114,2025-06-01 09:49:00+00:00,,1.65,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-01
34.4312_-118.6437_2025-06-01 09:49:00+00:00,34.43119,-118.64369,2025-06-01 09:49:00+00:00,,1.58,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-01
34.4353_-118.6472_2025-06-01 09:49:00+00:00,34.43526,-118.64722,2025-06-01 09:49:00+00:00,,0.56,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-01
34.6069_-117.3383_2025-06-01 09:49:00+00:00,34.60686,-117.33829,2025-06-01 09:49:00+00:00,,0.61,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-01
35.5855_-119.7134_2025-06-01 09:49:00+00:00,35.58546,-119.71337,2025-06-01 09:49:00+00:00,,2.03,VIIRS,N20,N,35.5,-119.5,35.5000_-119.5000,2025-06-01
35.5881_-119.7084_2025-06-01 09:49:00+00:00,35.58807,-119.70838,2025-06-01 09:49:00+00:00,,1.43,VIIRS,N20,N,35.5,-119.5,35.5000_-119.5000,2025-06-01
38.8333_-111.416_2025-06-01 19:29:00+00:00,38.83328,-111.41602,2025-06-01 19:29:00+00:00,,9.42,VIIRS,N20,D,38.5,-111.5,38.5000_-111.5000,2025-06-01
38.9023_-111.2525_2025-06-01 19:29:00+00:00,38.90232,-111.25246,2025-06-01 19:29:00+00:00,,5.24,VIIRS,N20,D,38.5,-111.5,38.5000_-111.5000,2025-06-01
37.3521_-120.5475_2025-06-01 21:09:00+00:00,37.3521,-120.5475,2025-06-01 21:09:00+00:00,,7.39,VIIRS,N20,D,37.5,-120.5,37.5000_-120.5000,2025-06-01
37.754_-120.7052_2025-06-01 21:09:00+00:00,37.75402,-120.70515,2025-06-01 21:09:00+00:00,,4.04,VIIRS,N20,D,37.5,-120.5,37.5000_-120.5000,2025-06-01
38.1636_-120.8848_2025-06-01 21:09:00+00:00,38.16364,-120.88484,2025-06-01 21:09:00+00:00,,3.19,VIIRS,N20,D,38.5,-120.5,38.5000_-120.5000,2025-06-01
38.1642_-120.8802_2025-06-01 21:09:00+00:00,38.16425,-120.88016,2025-06-01 21:09:00+00:00,,3.24,VIIRS,N20,D,38.5,-120.5,38.5000_-120.5000,2025-06-01
40.3552_-104.5914_2025-06-02 07:47:00+00:00,40.35521,-104.59136,2025-06-02 07:47:00+00:00,,2.29,VIIRS,N20,N,40.5,-104.5,40.5000_-104.5000,2025-06-02
40.3553_-104.599_2025-06-02 07:47:00+00:00,40.35533,-104.59901,2025-06-02 07:47:00+00:00,,1.88,VIIRS,N20,N,40.5,-104.5,40.5000_-104.5000,2025-06-02
38.2424_-104.608_2025-06-02 07:48:00+00:00,38.24243,-104.60799,2025-06-02 07:48:00+00:00,,0.94,VIIRS,N20,N,38.5,-104.5,38.5000_-104.5000,2025-06-02
38.2444_-104.6086_2025-06-02 07:48:00+00:00,38.24438,-104.6086,2025-06-02 07:48:00+00:00,,1.16,VIIRS,N20,N,38.5,-104.5,38.5000_-104.5000,2025-06-02
41.7806_-107.1054_2025-06-02 09:27:00+00:00,41.78055,-107.10535,2025-06-02 09:27:00+00:00,,1.53,VIIRS,N20,N,41.5,-107.5,41.5000_-107.5000,2025-06-02
38.2388_-104.6051_2025-06-02 09:28:00+00:00,38.23877,-104.60509,2025-06-02 09:28:00+00:00,,0.81,VIIRS,N20,N,38.5,-104.5,38.5000_-104.5000,2025-06-02
38.245_-104.6096_2025-06-02 09:28:00+00:00,38.24497,-104.60961,2025-06-02 09:28:00+00:00,,0.81,VIIRS,N20,N,38.5,-104.5,38.5000_-104.5000,2025-06-02
38.8242_-111.4269_2025-06-02 09:28:00+00:00,38.82418,-111.42686,2025-06-02 09:28:00+00:00,,0.94,VIIRS,N20,N,38.5,-111.5,38.5000_-111.5000,2025-06-02
38.8276_-111.4259_2025-06-02 09:28:00+00:00,38.82759,-111.42593,2025-06-02 09:28:00+00:00,,0.69,VIIRS,N20,N,38.5,-111.5,38.5000_-111.5000,2025-06-02
40.091_-104.8903_2025-06-02 09:28:00+00:00,40.09096,-104.89029,2025-06-02 09:28:00+00:00,,1.28,VIIRS,N20,N,40.5,-104.5,40.5000_-104.5000,2025-06-02
40.095_-110.3641_2025-06-02 09:28:00+00:00,40.09496,-110.36411,2025-06-02 09:28:00+00:00,,0.52,VIIRS,N20,N,40.5,-110.5,40.5000_-110.5000,2025-06-02
40.1287_-110.1724_2025-06-02 09:28:00+00:00,40.1287,-110.17238,2025-06-02 09:28:00+00:00,,4.88,VIIRS,N20,N,40.5,-110.5,40.5000_-110.5000,2025-06-02
40.1322_-110.1712_2025-06-02 09:28:00+00:00,40.13216,-110.17123,2025-06-02 09:28:00+00:00,,4.88,VIIRS,N20,N,40.5,-110.5,40.5000_-110.5000,2025-06-02
40.1447_-110.1017_2025-06-02 09:28:00+00:00,40.1447,-110.10172,2025-06-02 09:28:00+00:00,,0.7,VIIRS,N20,N,40.5,-110.5,40.5000_-110.5000,2025-06-02
40.3539_-104.5885_2025-06-02 09:28:00+00:00,40.35386,-104.58854,2025-06-02 09:28:00+00:00,,1.32,VIIRS,N20,N,40.5,-104.5,40.5000_-104.5000,2025-06-02
40.7383_-122.3239_2025-06-02 09:28:00+00:00,40.73831,-122.32391,2025-06-02 09:28:00+00:00,,0.47,VIIRS,N20,N,40.5,-122.5,40.5000_-122.5000,2025-06-02
37.1174_-120.5311_2025-06-02 09:29:00+00:00,37.1174,-120.53112,2025-06-02 09:29:00+00:00,,0.7,VIIRS,N20,N,37.5,-120.5,37.5000_-120.5000,2025-06-02
37.1213_-120.5304_2025-06-02 09:29:00+00:00,37.12132,-120.53045,2025-06-02 09:29:00+00:00,,0.7,VIIRS,N20,N,37.5,-120.5,37.5000_-120.5000,2025-06-02
37.4568_-121.9335_2025-06-02 09:29:00+00:00,37.45678,-121.93348,2025-06-02 09:29:00+00:00,,0.8,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-02
37.8828_-121.1843_2025-06-02 09:29:00+00:00,37.8828,-121.18434,2025-06-02 09:29:00+00:00,,0.46,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-02
37.9433_-122.3928_2025-06-02 09:29:00+00:00,37.94334,-122.39277,2025-06-02 09:29:00+00:00,,1.2,VIIRS,N20,N,37.5,-122.5,37.5000_-122.5000,2025-06-02
38.0159_-122.1139_2025-06-02 09:29:00+00:00,38.01591,-122.11388,2025-06-02 09:29:00+00:00,,1.48,VIIRS,N20,N,38.5,-122.5,38.5000_-122.5000,2025-06-02
38.0706_-122.1372_2025-06-02 09:29:00+00:00,38.07064,-122.13721,2025-06-02 09:29:00+00:00,,1.29,VIIRS,N20,N,38.5,-122.5,38.5000_-122.5000,2025-06-02
38.0725_-122.1401_2025-06-02 09:29:00+00:00,38.07246,-122.14014,2025-06-02 09:29:00+00:00,,2.05,VIIRS,N20,N,38.5,-122.5,38.5000_-122.5000,2025-06-02
39.6216_-119.2617_2025-06-02 09:29:00+00:00,39.62156,-119.26174,2025-06-02 09:29:00+00:00,,1.11,VIIRS,N20,N,39.5,-119.5,39.5000_-119.5000,2025-06-02
32.499_-116.7886_2025-06-02 09:30:00+00:00,32.49903,-116.78865,2025-06-02 09:30:00+00:00,,1.16,VIIRS,N20,N,32.5,-116.5,32.5000_-116.5000,2025-06-02
32.528_-116.7783_2025-06-02 09:30:00+00:00,32.52805,-116.77826,2025-06-02 09:30:00+00:00,,1.4,VIIRS,N20,N,32.5,-116.5,32.5000_-116.5000,2025-06-02
32.5977_-117.0125_2025-06-02 09:30:00+00:00,32.59767,-117.01254,2025-06-02 09:30:00+00:00,,0.57,VIIRS,N20,N,32.5,-117.5,32.5000_-117.5000,2025-06-02
32.8582_-117.0295_2025-06-02 09:30:00+00:00,32.85823,-117.02946,2025-06-02 09:30:00+00:00,,0.32,VIIRS,N20,N,32.5,-117.5,32.5000_-117.5000,2025-06-02
32.8589_-117.1486_2025-06-02 09:30:00+00:00,32.85889,-117.14862,2025-06-02 09:30:00+00:00,,0.23,VIIRS,N20,N,32.5,-117.5,32.5000_-117.5000,2025-06-02
33.4162_-110.8572_2025-06-02 09:30:00+00:00,33.41621,-110.85724,2025-06-02 09:30:00+00:00,,0.73,VIIRS,N20,N,33.5,-110.5,33.5000_-110.5000,2025-06-02
33.42_-110.8562_2025-06-02 09:30:00+00:00,33.41998,-110.85622,2025-06-02 09:30:00+00:00,,0.73,VIIRS,N20,N,33.5,-110.5,33.5000_-110.5000,2025-06-02
33.7174_-117.7093_2025-06-02 09:30:00+00:00,33.71745,-117.70932,2025-06-02 09:30:00+00:00,,0.85,VIIRS,N20,N,33.5,-117.5,33.5000_-117.5000,2025-06-02
33.7922_-118.3517_2025-06-02 09:30:00+00:00,33.79224,-118.35166,2025-06-02 09:30:00+00:00,,0.15,VIIRS,N20,N,33.5,-118.5,33.5000_-118.5000,2025-06-02
33.7925_-117.4742_2025-06-02 09:30:00+00:00,33.79246,-117.47418,2025-06-02 09:30:00+00:00,,0.77,VIIRS,N20,N,33.5,-117.5,33.5000_-117.5000,2025-06-02
33.7958_-117.4735_2025-06-02 09:30:00+00:00,33.7958,-117.47346,2025-06-02 09:30:00+00:00,,0.52,VIIRS,N20,N,33.5,-117.5,33.5000_-117.5000,2025-06-02
33.8528_-118.3308_2025-06-02 09:30:00+00:00,33.85284,-118.33076,2025-06-02 09:30:00+00:00,,1.11,VIIRS,N20,N,33.5,-118.5,33.5000_-118.5000,2025-06-02
33.8766_-116.9987_2025-06-02 09:30:00+00:00,33.87664,-116.99866,2025-06-02 09:30:00+00:00,,0.39,VIIRS,N20,N,33.5,-116.5,33.5000_-116.5000,2025-06-02
33.9083_-118.4104_2025-06-02 09:30:00+00:00,33.90834,-118.41036,2025-06-02 09:30:00+00:00,,0.93,VIIRS,N20,N,33.5,-118.5,33.5000_-118.5000,2025-06-02
33.9318_-117.8393_2025-06-02 09:30:00+00:00,33.93176,-117.83927,2025-06-02 09:30:00+00:00,,0.48,VIIRS,N20,N,33.5,-117.5,33.5000_-117.5000,2025-06-02
33.9555_-117.1227_2025-06-02 09:30:00+00:00,33.95548,-117.12269,2025-06-02 09:30:00+00:00,,0.4,VIIRS,N20,N,33.5,-117.5,33.5000_-117.5000,2025-06-02
34.035_-118.105_2025-06-02 09:30:00+00:00,34.03496,-118.10498,2025-06-02 09:30:00+00:00,,0.88,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-02
34.0356_-117.5604_2025-06-02 09:30:00+00:00,34.03563,-117.56036,2025-06-02 09:30:00+00:00,,0.2,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-02
34.115_-117.9267_2025-06-02 09:30:00+00:00,34.11501,-117.9267,2025-06-02 09:30:00+00:00,,0.38,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-02
34.1428_-117.4288_2025-06-02 09:30:00+00:00,34.14279,-117.42882,2025-06-02 09:30:00+00:00,,0.39,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-02
34.152_-118.1936_2025-06-02 09:30:00+00:00,34.15196,-118.19363,2025-06-02 09:30:00+00:00,,0.55,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-02
34.1554_-118.1928_2025-06-02 09:30:00+00:00,34.15536,-118.19279,2025-06-02 09:30:00+00:00,,0.91,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-02
34.2921_-118.8034_2025-06-02 09:30:00+00:00,34.29208,-118.80338,2025-06-02 09:30:00+00:00,,0.46,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-02
34.321_-118.5091_2025-06-02 09:30:00+00:00,34.32098,-118.50907,2025-06-02 09:30:00+00:00,,0.61,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-02
34.3367_-118.52_2025-06-02 09:30:00+00:00,34.33669,-118.51997,2025-06-02 09:30:00+00:00,,1.47,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-02
34.4294_-118.6441_2025-06-02 09:30:00+00:00,34.42942,-118.64413,2025-06-02 09:30:00+00:00,,1.56,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-02
34.5689_-118.1504_2025-06-02 09:30:00+00:00,34.56892,-118.1504,2025-06-02 09:30:00+00:00,,0.36,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-02
34.6089_-117.3376_2025-06-02 09:30:00+00:00,34.60891,-117.33764,2025-06-02 09:30:00+00:00,,0.98,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-02
34.6214_-117.1016_2025-06-02 09:30:00+00:00,34.6214,-117.10157,2025-06-02 09:30:00+00:00,,2.06,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-02
34.8187_-118.7518_2025-06-02 09:30:00+00:00,34.81873,-118.75183,2025-06-02 09:30:00+00:00,,0.21,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-02
32.4368_-117.0747_2025-06-02 09:31:00+00:00,32.43684,-117.07473,2025-06-02 09:31:00+00:00,,0.46,VIIRS,N20,N,32.5,-117.5,32.5000_-117.5000,2025-06-02
32.5172_-114.9755_2025-06-02 20:49:00+00:00,32.51724,-114.97554,2025-06-02 20:49:00+00:00,,10.66,VIIRS,N20,D,32.5,-114.5,32.5000_-114.5000,2025-06-02
32.5413_-115.3513_2025-06-02 20:49:00+00:00,32.54131,-115.3513,2025-06-02 20:49:00+00:00,,6.9,VIIRS,N20,D,32.5,-115.5,32.5000_-115.5000,2025-06-02
33.2885_-115.5132_2025-06-02 20:49:00+00:00,33.28848,-115.51315,2025-06-02 20:49:00+00:00,,17.79,VIIRS,N20,D,33.5,-115.5,33.5000_-115.5000,2025-06-02
33.4184_-110.8613_2025-06-02 20:49:00+00:00,33.41843,-110.86126,2025-06-02 20:49:00+00:00,,8.29,VIIRS,N20,D,33.5,-110.5,33.5000_-110.5000,2025-06-02
33.4203_-110.858_2025-06-02 20:49:00+00:00,33.42032,-110.85796,2025-06-02 20:49:00+00:00,,4.04,VIIRS,N20,D,33.5,-110.5,33.5000_-110.5000,2025-06-02
33.5682_-116.0003_2025-06-02 20:49:00+00:00,33.56821,-116.00028,2025-06-02 20:49:00+00:00,,8.18,VIIRS,N20,D,33.5,-116.5,33.5000_-116.5000,2025-06-02
34.2909_-118.8006_2025-06-02 20:49:00+00:00,34.2909,-118.8006,2025-06-02 20:49:00+00:00,,2.95,VIIRS,N20,D,34.5,-118.5,34.5000_-118.5000,2025-06-02
35.8566_-121.1642_2025-06-02 20:50:00+00:00,35.85662,-121.16421,2025-06-02 20:50:00+00:00,,3.79,VIIRS,N20,D,35.5,-121.5,35.5000_-121.5000,2025-06-02
35.8575_-121.1594_2025-06-02 20:50:00+00:00,35.85749,-121.15937,2025-06-02 20:50:00+00:00,,3.79,VIIRS,N20,D,35.5,-121.5,35.5000_-121.5000,2025-06-02
36.5446_-120.162_2025-06-02 20:50:00+00:00,36.5446,-120.16199,2025-06-02 20:50:00+00:00,,25.63,VIIRS,N20,D,36.5,-120.5,36.5000_-120.5000,2025-06-02
36.548_-120.1629_2025-06-02 20:50:00+00:00,36.54795,-120.16286,2025-06-02 20:50:00+00:00,,14.01,VIIRS,N20,D,36.5,-120.5,36.5000_-120.5000,2025-06-02
36.5598_-120.1753_2025-06-02 20:50:00+00:00,36.55981,-120.17528,2025-06-02 20:50:00+00:00,,25.84,VIIRS,N20,D,36.5,-120.5,36.5000_-120.5000,2025-06-02
39.6591_-121.85_2025-06-02 20:51:00+00:00,39.65909,-121.84998,2025-06-02 20:51:00+00:00,,8.03,VIIRS,N20,D,39.5,-121.5,39.5000_-121.5000,2025-06-02
39.8353_-108.241_2025-06-03 09:09:00+00:00,39.83532,-108.24098,2025-06-03 09:09:00+00:00,,0.47,VIIRS,N20,N,39.5,-108.5,39.5000_-108.5000,2025-06-03
40.1387_-110.3861_2025-06-03 09:09:00+00:00,40.1387,-110.38612,2025-06-03 09:09:00+00:00,,0.59,VIIRS,N20,N,40.5,-110.5,40.5000_-110.5000,2025-06-03
40.256_-110.002_2025-06-03 09:09:00+00:00,40.25597,-110.00201,2025-06-03 09:09:00+00:00,,0.25,VIIRS,N20,N,40.5,-110.5,40.5000_-110.5000,2025-06-03
40.8225_-114.257_2025-06-03 09:09:00+00:00,40.82251,-114.25701,2025-06-03 09:09:00+00:00,,1.91,VIIRS,N20,N,40.5,-114.5,40.5000_-114.5000,2025-06-03
36.3587_-114.9107_2025-06-03 09:10:00+00:00,36.35866,-114.91068,2025-06-03 09:10:00+00:00,,2.16,VIIRS,N20,N,36.5,-114.5,36.5000_-114.5000,2025-06-03
36.3826_-114.877_2025-06-03 09:10:00+00:00,36.38261,-114.87704,2025-06-03 09:10:00+00:00,,0.77,VIIRS,N20,N,36.5,-114.5,36.5000_-114.5000,2025-06-03
37.4545_-121.932_2025-06-03 09:10:00+00:00,37.45447,-121.93203,2025-06-03 09:10:00+00:00,,0.33,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-03
37.8865_-121.1853_2025-06-03 09:10:00+00:00,37.8865,-121.18534,2025-06-03 09:10:00+00:00,,0.25,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-03
37.9444_-122.394_2025-06-03 09:10:00+00:00,37.94441,-122.39404,2025-06-03 09:10:00+00:00,,1.07,VIIRS,N20,N,37.5,-122.5,37.5000_-122.5000,2025-06-03
38.937_-112.8146_2025-06-03 09:10:00+00:00,38.93698,-112.81463,2025-06-03 09:10:00+00:00,,1.13,VIIRS,N20,N,38.5,-112.5,38.5000_-112.5000,2025-06-03
39.5635_-112.1988_2025-06-03 09:10:00+00:00,39.56351,-112.19882,2025-06-03 09:10:00+00:00,,0.69,VIIRS,N20,N,39.5,-112.5,39.5000_-112.5000,2025-06-03
39.6194_-119.2605_2025-06-03 09:10:00+00:00,39.61936,-119.26051,2025-06-03 09:10:00+00:00,,1.84,VIIRS,N20,N,39.5,-119.5,39.5000_-119.5000,2025-06-03
32.1137_-106.848_2025-06-03 09:11:00+00:00,32.11373,-106.848,2025-06-03 09:11:00+00:00,,0.55,VIIRS,N20,N,32.5,-106.5,32.5000_-106.5000,2025-06-03
32.2825_-104.0821_2025-06-03 09:11:00+00:00,32.28247,-104.08212,2025-06-03 09:11:00+00:00,,1.0,VIIRS,N20,N,32.5,-104.5,32.5000_-104.5000,2025-06-03
32.8497_-104.3932_2025-06-03 09:11:00+00:00,32.84967,-104.39322,2025-06-03 09:11:00+00:00,,1.17,VIIRS,N20,N,32.5,-104.5,32.5000_-104.5000,2025-06-03
33.2839_-111.5859_2025-06-03 09:11:00+00:00,33.28393,-111.58591,2025-06-03 09:11:00+00:00,,0.66,VIIRS,N20,N,33.5,-111.5,33.5000_-111.5000,2025-06-03
33.4178_-110.8563_2025-06-03 09:11:00+00:00,33.4178,-110.85633,2025-06-03 09:11:00+00:00,,1.64,VIIRS,N20,N,33.5,-110.5,33.5000_-110.5000,2025-06-03
33.4184_-110.8604_2025-06-03 09:11:00+00:00,33.41845,-110.86043,2025-06-03 09:11:00+00:00,,19.18,VIIRS,N20,N,33.5,-110.5,33.5000_-110.5000,2025-06-03
33.4216_-110.8568_2025-06-03 09:11:00+00:00,33.42155,-110.85682,2025-06-03 09:11:00+00:00,,1.22,VIIRS,N20,N,33.5,-110.5,33.5000_-110.5000,2025-06-03
33.4222_-110.8609_2025-06-03 09:11:00+00:00,33.42221,-110.86091,2025-06-03 09:11:00+00:00,,1.29,VIIRS,N20,N,33.5,-110.5,33.5000_-110.5000,2025-06-03
33.679_-112.4772_2025-06-03 09:11:00+00:00,33.67896,-112.47717,2025-06-03 09:11:00+00:00,,0.47,VIIRS,N20,N,33.5,-112.5,33.5000_-112.5000,2025-06-03
33.8777_-116.9997_2025-06-03 09:11:00+00:00,33.87767,-116.9997,2025-06-03 09:11:00+00:00,,0.51,VIIRS,N20,N,33.5,-116.5,33.5000_-116.5000,2025-06-03
34.1419_-117.4276_2025-06-03 09:11:00+00:00,34.14189,-117.42757,2025-06-03 09:11:00+00:00,,0.31,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-03
