detection_id,latitude,longitude,acq_datetime_utc,confidence,frp_mw,instrument,satellite,daynight,lat_center,lon_center,cell_id,event_date
37.317_-120.7401_2025-09-06 20:51:00+00:00,37.31701,-120.74014,2025-09-06 20:51:00+00:00,,3.09,VIIRS,N20,D,37.5,-120.5,37.5000_-120.5000,2025-09-06
37.3328_-120.7301_2025-09-06 20:51:00+00:00,37.33283,-120.73011,2025-09-06 20:51:00+00:00,,3.15,VIIRS,N20,D,37.5,-120.5,37.5000_-120.5000,2025-09-06
37.6371_-122.4491_2025-09-06 20:51:00+00:00,37.63714,-122.44907,2025-09-06 20:51:00+00:00,,3.46,VIIRS,N20,D,37.5,-122.5,37.5000_-122.5000,2025-09-06
37.6453_-122.4252_2025-09-06 20:51:00+00:00,37.64531,-122.42522,2025-09-06 20:51:00+00:00,,3.79,VIIRS,N20,D,37.5,-122.5,37.5000_-122.5000,2025-09-06
38.7968_-121.4279_2025-09-06 20:51:00+00:00,38.79681,-121.42793,2025-09-06 20:51:00+00:00,,3.79,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-09-06
38.7976_-121.4232_2025-09-06 20:51:00+00:00,38.79763,-121.42325,2025-09-06 20:51:00+00:00,,3.79,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-09-06
38.801_-121.4242_2025-09-06 20:51:00+00:00,38.801,-121.42421,2025-09-06 20:51:00+00:00,,3.79,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-09-06
38.9776_-121.9437_2025-09-06 20:51:00+00:00,38.97759,-121.94371,2025-09-06 20:51:00+00:00,,4.42,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-09-06
41.4087_-123.2629_2025-09-06 20:52:00+00:00,41.40874,-123.26288,2025-09-06 20:52:00+00:00,,20.39,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.5545_-123.6048_2025-09-06 20:52:00+00:00,41.55453,-123.60484,2025-09-06 20:52:00+00:00,,8.42,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.558_-123.6058_2025-09-06 20:52:00+00:00,41.55805,-123.60577,2025-09-06 20:52:00+00:00,,10.19,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.559_-123.6007_2025-09-06 20:52:00+00:00,41.559,-123.60072,2025-09-06 20:52:00+00:00,,4.38,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.5685_-123.6091_2025-09-06 20:52:00+00:00,41.56847,-123.60908,2025-09-06 20:52:00+00:00,,5.92,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.5817_-123.5975_2025-09-06 20:52:00+00:00,41.58169,-123.5975,2025-09-06 20:52:00+00:00,,14.02,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.5894_-123.5953_2025-09-06 20:52:00+00:00,41.58945,-123.59533,2025-09-06 20:52:00+00:00,,11.09,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.7567_-123.1906_2025-09-06 20:52:00+00:00,41.75673,-123.19055,2025-09-06 20:52:00+00:00,,10.82,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.7577_-123.1854_2025-09-06 20:52:00+00:00,41.75768,-123.18541,2025-09-06 20:52:00+00:00,,10.82,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.7601_-123.192_2025-09-06 20:52:00+00:00,41.76007,-123.19202,2025-09-06 20:52:00+00:00,,17.26,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.7634_-123.1935_2025-09-06 20:52:00+00:00,41.76343,-123.19346,2025-09-06 20:52:00+00:00,,17.26,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.7795_-123.2044_2025-09-06 20:52:00+00:00,41.7795,-123.2044,2025-09-06 20:52:00+00:00,,4.65,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.7805_-123.1989_2025-09-06 20:52:00+00:00,41.7805,-123.19894,2025-09-06 20:52:00+00:00,,3.62,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.7829_-123.2058_2025-09-06 20:52:00+00:00,41.78286,-123.20582,2025-09-06 20:52:00+00:00,,4.65,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.7872_-123.2019_2025-09-06 20:52:00+00:00,41.7872,-123.20186,2025-09-06 20:52:00+00:00,,2.82,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.7905_-123.2034_2025-09-06 20:52:00+00:00,41.79053,-123.20343,2025-09-06 20:52:00+00:00,,2.82,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.7915_-123.1979_2025-09-06 20:52:00+00:00,41.79153,-123.19794,2025-09-06 20:52:00+00:00,,2.82,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.7958_-123.1943_2025-09-06 20:52:00+00:00,41.79582,-123.19427,2025-09-06 20:52:00+00:00,,4.74,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.7992_-123.1959_2025-09-06 20:52:00+00:00,41.79915,-123.19586,2025-09-06 20:52:00+00:00,,4.74,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8001_-123.1908_2025-09-06 20:52:00+00:00,41.80007,-123.19083,2025-09-06 20:52:00+00:00,,4.74,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8068_-123.1938_2025-09-06 20:52:00+00:00,41.80677,-123.1938,2025-09-06 20:52:00+00:00,,5.4,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8101_-123.1952_2025-09-06 20:52:00+00:00,41.81013,-123.19518,2025-09-06 20:52:00+00:00,,2.5,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8122_-123.1642_2025-09-06 20:52:00+00:00,41.81215,-123.1642,2025-09-06 20:52:00+00:00,,8.8,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.813_-123.1796_2025-09-06 20:52:00+00:00,41.81296,-123.1796,2025-09-06 20:52:00+00:00,,14.1,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8138_-123.1748_2025-09-06 20:52:00+00:00,41.81382,-123.17485,2025-09-06 20:52:00+00:00,,14.1,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8145_-123.1911_2025-09-06 20:52:00+00:00,41.81449,-123.19108,2025-09-06 20:52:00+00:00,,80.13,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8147_-123.1702_2025-09-06 20:52:00+00:00,41.81468,-123.17015,2025-09-06 20:52:00+00:00,,8.4,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8163_-123.181_2025-09-06 20:52:00+00:00,41.81632,-123.18102,2025-09-06 20:52:00+00:00,,14.1,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8172_-123.1762_2025-09-06 20:52:00+00:00,41.8172,-123.17619,2025-09-06 20:52:00+00:00,,14.1,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8181_-123.1714_2025-09-06 20:52:00+00:00,41.81806,-123.17145,2025-09-06 20:52:00+00:00,,8.4,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8189_-123.1666_2025-09-06 20:52:00+00:00,41.81894,-123.16659,2025-09-06 20:52:00+00:00,,8.4,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8214_-123.1728_2025-09-06 20:52:00+00:00,41.82144,-123.17276,2025-09-06 20:52:00+00:00,,19.57,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8223_-123.1679_2025-09-06 20:52:00+00:00,41.82233,-123.16787,2025-09-06 20:52:00+00:00,,19.57,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.8257_-123.1692_2025-09-06 20:52:00+00:00,41.82571,-123.16917,2025-09-06 20:52:00+00:00,,19.57,VIIRS,N20,D,41.5,-123.5,41.5000_-123.5000,2025-09-06
41.7816_-107.1071_2025-09-07 09:09:00+00:00,41.7816,-107.10706,2025-09-07 09:09:00+00:00,,1.17,VIIRS,N20,N,41.5,-107.5,41.5000_-107.5000,2025-09-07
38.9397_-112.8167_2025-09-07 09:10:00+00:00,38.93971,-112.81669,2025-09-07 09:10:00+00:00,,2.04,VIIRS,N20,N,38.5,-112.5,38.5000_-112.5000,2025-09-07
39.4907_-108.1144_2025-09-07 09:10:00+00:00,39.49072,-108.11444,2025-09-07 09:10:00+00:00,,0.35,VIIRS,N20,N,39.5,-108.5,39.5000_-108.5000,2025-09-07
39.5624_-112.1984_2025-09-07 09:10:00+00:00,39.56243,-112.19841,2025-09-07 09:10:00+00:00,,0.58,VIIRS,N20,N,39.5,-112.5,39.5000_-112.5000,2025-09-07
40.7468_-112.0368_2025-09-07 09:10:00+00:00,40.7468,-112.03684,2025-09-07 09:10:00+00:00,,0.3,VIIRS,N20,N,40.5,-112.5,40.5000_-112.5000,2025-09-07
40.7536_-111.4055_2025-09-07 09:10:00+00:00,40.75362,-111.40551,2025-09-07 09:10:00+00:00,,0.61,VIIRS,N20,N,40.5,-111.5,40.5000_-111.5000,2025-09-07
40.8219_-114.2572_2025-09-07 09:10:00+00:00,40.8219,-114.25716,2025-09-07 09:10:00+00:00,,1.91,VIIRS,N20,N,40.5,-114.5,40.5000_-114.5000,2025-09-07
41.0318_-108.7767_2025-09-07 09:10:00+00:00,41.03175,-108.77666,2025-09-07 09:10:00+00:00,,0.47,VIIRS,N20,N,41.5,-108.5,41.5000_-108.5000,2025-09-07
41.7703_-123.2082_2025-09-07 09:10:00+00:00,41.77028,-123.20817,2025-09-07 09:10:00+00:00,,2.49,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-09-07
41.7831_-123.2095_2025-09-07 09:10:00+00:00,41.78312,-123.2095,2025-09-07 09:10:00+00:00,,1.38,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-09-07
35.519_-113.3133_2025-09-07 09:11:00+00:00,35.51896,-113.31333,2025-09-07 09:11:00+00:00,,1.73,VIIRS,N20,N,35.5,-113.5,35.5000_-113.5000,2025-09-07
36.904_-118.8172_2025-09-07 09:11:00+00:00,36.90405,-118.81723,2025-09-07 09:11:00+00:00,,2.28,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9044_-118.822_2025-09-07 09:11:00+00:00,36.90445,-118.82201,2025-09-07 09:11:00+00:00,,2.28,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9174_-118.9829_2025-09-07 09:11:00+00:00,36.91736,-118.9829,2025-09-07 09:11:00+00:00,,1.42,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9214_-118.9751_2025-09-07 09:11:00+00:00,36.92144,-118.97509,2025-09-07 09:11:00+00:00,,1.42,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.922_-118.9826_2025-09-07 09:11:00+00:00,36.92203,-118.98255,2025-09-07 09:11:00+00:00,,1.42,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9261_-118.9744_2025-09-07 09:11:00+00:00,36.92609,-118.97441,2025-09-07 09:11:00+00:00,,4.16,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.931_-119.0961_2025-09-07 09:11:00+00:00,36.93104,-119.09614,2025-09-07 09:11:00+00:00,,0.98,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9357_-119.0953_2025-09-07 09:11:00+00:00,36.93571,-119.09531,2025-09-07 09:11:00+00:00,,1.25,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9373_-118.7689_2025-09-07 09:11:00+00:00,36.9373,-118.76893,2025-09-07 09:11:00+00:00,,1.38,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9392_-119.0793_2025-09-07 09:11:00+00:00,36.93918,-119.07931,2025-09-07 09:11:00+00:00,,0.69,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9398_-119.0868_2025-09-07 09:11:00+00:00,36.93977,-119.08677,2025-09-07 09:11:00+00:00,,1.25,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9407_-118.9804_2025-09-07 09:11:00+00:00,36.94067,-118.98042,2025-09-07 09:11:00+00:00,,1.17,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9431_-119.1294_2025-09-07 09:11:00+00:00,36.94311,-119.12935,2025-09-07 09:11:00+00:00,,4.47,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9433_-119.0714_2025-09-07 09:11:00+00:00,36.94328,-119.07144,2025-09-07 09:11:00+00:00,,4.72,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9437_-119.1375_2025-09-07 09:11:00+00:00,36.94374,-119.13754,2025-09-07 09:11:00+00:00,,3.5,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9438_-119.0782_2025-09-07 09:11:00+00:00,36.94382,-119.07825,2025-09-07 09:11:00+00:00,,4.72,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9444_-119.086_2025-09-07 09:11:00+00:00,36.94444,-119.08595,2025-09-07 09:11:00+00:00,,9.19,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9451_-119.0939_2025-09-07 09:11:00+00:00,36.94506,-119.09389,2025-09-07 09:11:00+00:00,,9.19,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9457_-119.1016_2025-09-07 09:11:00+00:00,36.94567,-119.10156,2025-09-07 09:11:00+00:00,,6.33,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9469_-119.1172_2025-09-07 09:11:00+00:00,36.9469,-119.11722,2025-09-07 09:11:00+00:00,,5.12,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9474_-119.0632_2025-09-07 09:11:00+00:00,36.94735,-119.0632,2025-09-07 09:11:00+00:00,,1.41,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9477_-119.1273_2025-09-07 09:11:00+00:00,36.94769,-119.12726,2025-09-07 09:11:00+00:00,,5.12,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9479_-119.0703_2025-09-07 09:11:00+00:00,36.94793,-119.07032,2025-09-07 09:11:00+00:00,,4.72,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9484_-119.1359_2025-09-07 09:11:00+00:00,36.94837,-119.1359,2025-09-07 09:11:00+00:00,,58.56,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9485_-119.0776_2025-09-07 09:11:00+00:00,36.9485,-119.07758,2025-09-07 09:11:00+00:00,,4.72,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.949_-119.1434_2025-09-07 09:11:00+00:00,36.94896,-119.14343,2025-09-07 09:11:00+00:00,,58.56,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9492_-119.0857_2025-09-07 09:11:00+00:00,36.94915,-119.08573,2025-09-07 09:11:00+00:00,,9.19,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9494_-119.1495_2025-09-07 09:11:00+00:00,36.94944,-119.14954,2025-09-07 09:11:00+00:00,,2.19,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9495_-118.9729_2025-09-07 09:11:00+00:00,36.94947,-118.97286,2025-09-07 09:11:00+00:00,,1.1,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9498_-119.094_2025-09-07 09:11:00+00:00,36.9498,-119.09399,2025-09-07 09:11:00+00:00,,9.19,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9504_-119.1016_2025-09-07 09:11:00+00:00,36.95041,-119.10155,2025-09-07 09:11:00+00:00,,6.33,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.951_-119.1089_2025-09-07 09:11:00+00:00,36.95098,-119.10886,2025-09-07 09:11:00+00:00,,6.33,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9511_-118.9933_2025-09-07 09:11:00+00:00,36.95112,-118.99327,2025-09-07 09:11:00+00:00,,2.4,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.953_-119.1346_2025-09-07 09:11:00+00:00,36.95301,-119.13457,2025-09-07 09:11:00+00:00,,58.56,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9536_-119.1425_2025-09-07 09:11:00+00:00,36.95364,-119.14249,2025-09-07 09:11:00+00:00,,58.56,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9541_-119.1486_2025-09-07 09:11:00+00:00,36.95413,-119.14865,2025-09-07 09:11:00+00:00,,2.19,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9545_-119.1538_2025-09-07 09:11:00+00:00,36.95454,-119.15377,2025-09-07 09:11:00+00:00,,2.19,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9545_-119.094_2025-09-07 09:11:00+00:00,36.95454,-119.09405,2025-09-07 09:11:00+00:00,,39.93,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9551_-118.9844_2025-09-07 09:11:00+00:00,36.95511,-118.9844,2025-09-07 09:11:00+00:00,,6.63,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9551_-119.1015_2025-09-07 09:11:00+00:00,36.95513,-119.10146,2025-09-07 09:11:00+00:00,,13.85,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9557_-119.109_2025-09-07 09:11:00+00:00,36.95573,-119.10901,2025-09-07 09:11:00+00:00,,13.85,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9557_-118.9922_2025-09-07 09:11:00+00:00,36.95574,-118.99223,2025-09-07 09:11:00+00:00,,6.63,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9564_-119.1177_2025-09-07 09:11:00+00:00,36.95642,-119.11772,2025-09-07 09:11:00+00:00,,40.04,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9564_-119.0008_2025-09-07 09:11:00+00:00,36.95644,-119.00077,2025-09-07 09:11:00+00:00,,2.01,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9571_-119.126_2025-09-07 09:11:00+00:00,36.95708,-119.12597,2025-09-07 09:11:00+00:00,,40.04,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9572_-119.0679_2025-09-07 09:11:00+00:00,36.95719,-119.06792,2025-09-07 09:11:00+00:00,,1.21,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9577_-119.1337_2025-09-07 09:11:00+00:00,36.9577,-119.13373,2025-09-07 09:11:00+00:00,,27.05,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9583_-119.141_2025-09-07 09:11:00+00:00,36.95827,-119.14105,2025-09-07 09:11:00+00:00,,27.05,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9588_-118.9715_2025-09-07 09:11:00+00:00,36.95876,-118.97154,2025-09-07 09:11:00+00:00,,7.88,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9588_-119.1472_2025-09-07 09:11:00+00:00,36.95877,-119.14725,2025-09-07 09:11:00+00:00,,2.27,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9592_-119.0931_2025-09-07 09:11:00+00:00,36.9592,-119.09308,2025-09-07 09:11:00+00:00,,39.93,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9593_-118.9782_2025-09-07 09:11:00+00:00,36.9593,-118.97815,2025-09-07 09:11:00+00:00,,7.88,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9598_-119.1011_2025-09-07 09:11:00+00:00,36.95984,-119.10112,2025-09-07 09:11:00+00:00,,13.85,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9599_-118.9849_2025-09-07 09:11:00+00:00,36.95985,-118.98487,2025-09-07 09:11:00+00:00,,6.63,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9605_-119.1094_2025-09-07 09:11:00+00:00,36.9605,-119.10936,2025-09-07 09:11:00+00:00,,13.85,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9605_-118.9931_2025-09-07 09:11:00+00:00,36.96053,-118.99313,2025-09-07 09:11:00+00:00,,6.63,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9612_-119.1186_2025-09-07 09:11:00+00:00,36.96124,-119.11859,2025-09-07 09:11:00+00:00,,40.04,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9619_-119.1263_2025-09-07 09:11:00+00:00,36.96186,-119.12634,2025-09-07 09:11:00+00:00,,40.04,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9624_-119.133_2025-09-07 09:11:00+00:00,36.96238,-119.133,2025-09-07 09:11:00+00:00,,27.05,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9629_-119.1393_2025-09-07 09:11:00+00:00,36.9629,-119.13934,2025-09-07 09:11:00+00:00,,27.05,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9631_-119.0823_2025-09-07 09:11:00+00:00,36.96307,-119.08234,2025-09-07 09:11:00+00:00,,37.36,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9634_-119.1455_2025-09-07 09:11:00+00:00,36.96339,-119.14546,2025-09-07 09:11:00+00:00,,2.27,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9638_-119.0914_2025-09-07 09:11:00+00:00,36.96381,-119.09142,2025-09-07 09:11:00+00:00,,37.36,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.964_-118.9781_2025-09-07 09:11:00+00:00,36.964,-118.97807,2025-09-07 09:11:00+00:00,,11.48,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9645_-119.1_2025-09-07 09:11:00+00:00,36.96449,-119.10001,2025-09-07 09:11:00+00:00,,33.1,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9646_-118.985_2025-09-07 09:11:00+00:00,36.96457,-118.98504,2025-09-07 09:11:00+00:00,,8.19,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9652_-119.1084_2025-09-07 09:11:00+00:00,36.96516,-119.10835,2025-09-07 09:11:00+00:00,,33.1,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9652_-118.9928_2025-09-07 09:11:00+00:00,36.96521,-118.9928,2025-09-07 09:11:00+00:00,,8.19,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9659_-119.1171_2025-09-07 09:11:00+00:00,36.96586,-119.1171,2025-09-07 09:11:00+00:00,,11.34,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9661_-119.0042_2025-09-07 09:11:00+00:00,36.96614,-119.00419,2025-09-07 09:11:00+00:00,,2.36,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9665_-119.1246_2025-09-07 09:11:00+00:00,36.96646,-119.12462,2025-09-07 09:11:00+00:00,,11.34,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.967_-119.1307_2025-09-07 09:11:00+00:00,36.96696,-119.13074,2025-09-07 09:11:00+00:00,,3.84,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.967_-119.0724_2025-09-07 09:11:00+00:00,36.96701,-119.07238,2025-09-07 09:11:00+00:00,,5.08,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9676_-119.0801_2025-09-07 09:11:00+00:00,36.96763,-119.08009,2025-09-07 09:11:00+00:00,,37.36,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9683_-119.0884_2025-09-07 09:11:00+00:00,36.9683,-119.08845,2025-09-07 09:11:00+00:00,,37.36,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9686_-118.9774_2025-09-07 09:11:00+00:00,36.96864,-118.97736,2025-09-07 09:11:00+00:00,,11.48,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9691_-119.0979_2025-09-07 09:11:00+00:00,36.96907,-119.09794,2025-09-07 09:11:00+00:00,,33.1,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9692_-118.9846_2025-09-07 09:11:00+00:00,36.96924,-118.98464,2025-09-07 09:11:00+00:00,,8.19,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9698_-119.1065_2025-09-07 09:11:00+00:00,36.96976,-119.10654,2025-09-07 09:11:00+00:00,,33.1,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9698_-118.9917_2025-09-07 09:11:00+00:00,36.96983,-118.99171,2025-09-07 09:11:00+00:00,,8.19,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9703_-118.9976_2025-09-07 09:11:00+00:00,36.97031,-118.99762,2025-09-07 09:11:00+00:00,,2.36,VIIRS,N20,N,36.5,-118.5,36.5000_-118.5000,2025-09-07
36.9704_-119.1147_2025-09-07 09:11:00+00:00,36.97041,-119.11472,2025-09-07 09:11:00+00:00,,11.34,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.971_-119.1225_2025-09-07 09:11:00+00:00,36.97104,-119.12249,2025-09-07 09:11:00+00:00,,11.34,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9711_-119.0642_2025-09-07 09:11:00+00:00,36.97107,-119.0642,2025-09-07 09:11:00+00:00,,2.97,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9716_-119.0714_2025-09-07 09:11:00+00:00,36.97165,-119.07136,2025-09-07 09:11:00+00:00,,2.97,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.972_-119.0176_2025-09-07 09:11:00+00:00,36.97197,-119.01763,2025-09-07 09:11:00+00:00,,1.72,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9722_-119.0786_2025-09-07 09:11:00+00:00,36.97224,-119.07858,2025-09-07 09:11:00+00:00,,18.99,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
36.9728_-119.0862_2025-09-07 09:11:00+00:00,36.97285,-119.08617,2025-09-07 09:11:00+00:00,,18.99,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-09-07
